annual_consumption_kwh,price_y_per_kwh,roof_area_m2,shading_factor,capex_y_per_kw,self_use_ratio,pv_kw,payback_period
567272.2087890696,1.5435060530700047,8090.431144789405,0.95,7947.1365154826535,0.7748008867008682,493.9821516761196,5.016153479112448
902796.5658326655,1.415351439631841,11415.128886030963,0.7,7057.008086613322,0.3672755472482396,1525.289834505865,16.863413355621198
1186839.9685284537,0.7425103041679052,10533.985721231218,0.85,4231.122902104095,0.7898240486312644,2467.6736792298275,12.849399654547522
1454470.6822020488,1.70653581857185,1377.8365052301324,0.85,5721.7422883509735,0.7916925559858226,222.5515962435718,5.49399974419853
1114238.125228848,0.43014209377678003,7275.918545340672,0.95,3956.439475268688,0.48350369348706435,122.62050513324886,18.88676465942259
2275100.969066783,1.538722844445135,10615.998432343215,0.95,2742.963066192887,0.5605588348094634,772.2414261614877,1.7756502395702347
1173160.4655905778,0.9264112856047398,11778.103515537745,0.7,3204.2893580128284,0.4755854095893348,1323.1991464546486,8.748049586754224
2801699.8779880987,0.917663370319462,6719.396700035837,0.95,5623.63826735671,0.7781897163808555,877.6699281200903,10.601156799172628
682889.9690524237,1.1658749953335432,15159.68294097386,0.85,3915.8229928995424,0.9528781587562822,2381.504904700133,8.355511703091826
163698.89800413535,1.336607268221387,11340.826673872276,0.95,6589.029786723119,0.6726713635855504,1108.5494135183349,25.025455981771422
523735.5221255101,1.4736164599029258,10032.491481156376,0.95,5450.683580637379,0.9763269429443999,2119.640603890536,19.245808572209373
1714958.4070595768,1.7741092296608745,12222.786323782628,0.7,4534.914023159588,0.4269594040661347,1073.0657974000267,6.233799675848
2085873.9702564562,0.586917965216709,13432.948667744044,0.85,4572.0370433118205,0.3760617564173043,186.00836017495422,25.131481540612228
1244732.481412661,1.523005923634786,19493.459037555163,0.95,6084.182073642467,0.7622523820783733,162.82355261766372,3.5714972218677534
940206.356755946,1.6593342724388984,1093.271965043715,0.95,7647.307561060943,0.42637784846419097,89.88448680877862,7.666256341426197
236195.6535764195,1.7546908659743186,6350.952864605439,0.7,4073.260160122174,0.41128593476720454,223.48894833712458,5.072703400060091
1659743.297539091,1.1380686128657982,17998.64721114617,0.95,7844.921002556912,0.6639099531566595,2563.880519663884,15.408357155830283
2795519.2412066306,1.237720462461231,896.484447251511,0.95,3632.0088615715417,0.49215774699856263,9.896453485211362,8.297491669807062
1727280.6583760194,1.6730507546286808,10836.933897147932,0.95,5942.942561844944,0.8703793534380025,834.0638527950952,5.29056615733992
1166013.9760015751,1.4676211598147866,10901.43850498095,0.85,4264.0376542439835,0.7873547065451807,172.88500951740477,2.835690275882343
1582671.3144235974,1.0868797264284549,8846.016288909022,0.95,7971.481910562846,0.6606652774808901,1358.4340439450195,10.725377542351202
2695428.34619256,1.0395637011877557,1394.5502077695903,0.7,6065.010513169239,0.6283104112807676,235.30806183967616,10.825679700817753
1303991.2141666869,1.5275782937212359,10214.093831906277,0.7,6551.152012136532,0.4900718421782553,614.0696928810955,8.897011437602435
2870337.645591756,0.5739134776321065,4113.806248641862,0.85,5411.652447144581,0.8443549147744135,249.9936086518437,19.0021848797995
1673207.09112936,1.37229088496008,1584.646303241852,0.95,5146.177059697324,0.8361935838190905,117.96412252291546,4.877903408809186
760734.9934222209,1.4400820283846332,6414.166087810602,0.95,3219.8968196777228,0.5469270087442463,1495.2516746938477,3.7059412075744893
1859873.6299530047,1.6401802264828098,18190.443281801712,0.95,6852.983182941923,0.40275010027553454,2818.2689656293883,8.853462984098835
714274.1150113591,1.499857219491464,16987.16997102836,0.7,7301.016090128963,0.5543261627094381,1360.743826944035,13.696948857920356
625797.3129650343,0.4340207495802884,18996.011755583295,0.7,4715.837846791963,0.7928641572482993,2090.4272274840164,24.827975187674884
744006.3458261527,0.7505006770120208,19297.473945556194,0.85,4864.763774450263,0.5144725874542944,2795.8520056732877,24.66787189434355
164000.7139893096,0.6515972068772679,10474.509921244267,0.95,6954.674050446789,0.6069025249432813,1365.7493765017396,24.973924344985807
2086685.7658207293,1.7753313987270651,8354.50011795928,0.85,7578.408322491968,0.8243799100968633,368.4703427230767,6.836273198430605
2727434.429601923,1.5139448776681301,5467.411277908972,0.85,4007.7391652873457,0.43777476243655344,227.02916439862952,6.927725491467171
2359570.5588065856,0.6558548633086337,18364.432667469617,0.85,7166.094147335945,0.3828483926225375,4164.001853583449,24.735216952704572
1351607.1080176465,1.6211833011899692,10643.661075436668,0.7,6596.2401029921475,0.8370793601043538,843.6053174105089,6.435827054272522
2743803.563524263,0.7077513275452334,14783.159710497383,0.95,5376.997746036232,0.8669009680787612,1944.5403554070294,9.17930945233397
326733.0808227885,0.9479436257309758,17535.673081639277,0.7,4062.282207895835,0.5988090558071661,2808.905224947159,23.627540057321713
122129.9806019439,0.6692289421708346,14295.972649653859,0.95,5225.827930106287,0.5763793242499465,999.6113407280299,22.758443300690963
2250900.537930127,1.6342724977446261,4475.310850539066,0.85,5422.110151502327,0.5097048329467376,556.2402962572646,6.140532780778643
1376120.1113143866,1.27863685755028,4190.392512769187,0.95,6964.638041705958,0.7260960429281409,238.17319402396015,8.300660899115046
404326.3587990838,0.4533915745680258,19798.496770256494,0.7,2907.317258529905,0.8877154871339786,3685.4441173206646,17.13744853923307
1070888.2775689673,1.0280960560528083,3560.339280951501,0.85,3933.8707973476958,0.5101289571590975,282.23642732622824,8.926141180576533
2082259.284736268,1.6692051029631894,6041.380332505429,0.7,5628.585929613755,0.7102856307221781,584.2965221727642,5.0733857687854735
1368174.5851217501,0.9431009414663082,1916.887376135343,0.7,4925.294474889202,0.5040903500400311,348.0242050420054,12.441523815207079
1609539.7374194583,1.2228955971149178,14802.79971849497,0.95,2895.1768451742887,0.6630345329839282,880.4336141428013,3.177866060927338
51675.98131388613,0.9763212084506988,15431.003109704785,0.85,2676.819982915676,0.4502840315187594,2018.7562807267575,19.077470650508868
2722085.9660970676,1.0753039915043607,15170.644324714487,0.7,7173.516052706749,0.49556468263607284,1704.1880969331517,11.966479097287928
2586913.1039197375,1.7027535147575827,4236.440421124969,0.85,7080.603800638318,0.6358758776123034,574.8728326892708,8.16606007322477
1541233.3171033475,1.273171905878644,8284.795848133177,0.85,6620.457865235431,0.5649400480151292,878.9231360189938,10.712617608863258
983266.2991433097,0.6066520461259446,13186.282647460244,0.7,2857.20728565469,0.7281227436731648,206.41813917531425,8.09579534110599
2684504.8300220952,0.36597416770713126,3736.362678802931,0.95,7471.473038375134,0.44752572586133654,242.93258512466272,25.271337181312415
1111015.5663165024,0.6754030443782952,1110.0723369347734,0.95,6412.751412403582,0.6354660335838576,132.18522061629102,12.36273022670421
774419.8144878822,0.4117001355878259,4627.088353345729,0.85,5001.919209529513,0.464833537862655,1183.7193218936059,25.004855515109053
2300906.9254914066,1.7567922802262732,18136.863932592012,0.95,5526.779281337016,0.9023629785732735,288.68018793510447,4.2346876467827155
2554486.346743319,1.035079582468508,10294.641247929578,0.7,4217.17850107143,0.8265309084637045,431.1653001740322,5.276903727521815
1165691.5428785593,1.5849971649911523,4985.652040026393,0.85,7596.687684447051,0.8004022838808057,540.5130694470004,7.201357452405275
891111.0812248068,0.8358179723824454,16944.84813281005,0.85,5360.3955174381845,0.6401531698934111,677.72639561247,12.0076638383017
189748.89485199485,0.7655609591250293,2967.7942913033885,0.95,4778.9457459689875,0.5317636139166446,165.97162482885759,17.178442215404147
1212512.3237969785,1.5249387051465262,7681.185355017914,0.85,5417.426487816934,0.3641904045697775,24.24852443409246,6.905571995388756
2303339.9985006563,0.7629710035423397,15793.600580291692,0.85,7610.394477490885,0.3775249740991581,1242.6900556265791,25.17831761715308
1005508.7250219008,1.0457078289949724,19565.305766602003,0.85,5111.822600616371,0.38361896958315417,1322.735009722472,9.612146157900051
813565.129850329,1.081590597570709,17218.70967782464,0.95,4037.180554636043,0.6034281547671958,580.6515361635367,8.341855909098182
584898.3033592645,1.3284784909885112,5416.8134781484905,0.85,4453.698087666598,0.8158886376063461,393.2391932751165,5.198034624805706
1509070.6607246362,0.5297101789392729,4921.635585571703,0.7,3219.134973569752,0.9589897372851199,712.9830935586724,10.136734838989117
574841.8404736262,1.2390086575415022,479.6697228411146,0.7,7602.176213498218,0.37571413545362464,23.368334077148564,25.008062884448574
1050072.8347784933,0.8254896311195208,1976.6792992767744,0.85,3611.6286508605663,0.9940263476082294,284.41700944729905,4.130367800481293
1331330.2822646224,1.4619695737554368,16166.694830158396,0.95,4196.527923737626,0.411321976715776,2907.337145097649,8.352101777501513
2577738.156153883,0.4919307563115466,5663.292072408101,0.7,2733.5187405545407,0.5223887464731678,303.7495178871003,9.258296594774926
1282342.694770377,0.7231898539299618,10153.050630962125,0.85,3334.909531933572,0.7177636425931588,2341.704577943128,5.852857063220415
1603057.2673732906,0.5964688557338893,16400.901582019695,0.95,3948.9712289629815,0.4248709346542694,1812.2750939698062,14.45568142618253
2005627.1320339164,0.5220821822643251,18753.618327276035,0.85,7421.007199431025,0.560122824837318,1238.828590959207,25.195173752297805
1473009.2136558876,1.687418575891705,1937.6357788767018,0.7,7612.977032483233,0.5545663408524861,205.83539664018534,9.257136927148665
164316.42800886693,1.297909185236535,6912.513979950555,0.95,6105.026659960007,0.9674033969453112,352.07679722609345,9.0023054324856
1138191.2231755385,0.7190965062095591,7841.241570971654,0.95,3940.430060106045,0.6022999924757423,739.7460405235605,6.538809735458579
2391334.2415564596,0.43514208839271706,8696.157655091285,0.95,6340.751243277235,0.6479445892549831,1816.3945258298522,22.518167531096335
1856696.0212968856,1.4441269283874654,16880.609028762814,0.85,2700.3660762558584,0.4905750513684084,518.5861842900972,3.7051231305557946
2669684.8367712754,1.4581050068911696,4155.939627031025,0.7,4107.713488864954,0.8103199163934263,3.545215846131722,4.259658772224928
2849177.58358992,1.4469294192046003,9538.475774362698,0.95,4898.750324570079,0.6891142392207961,482.0682294002761,6.228459833906526
898045.4047178478,0.603078840858843,15328.705857741552,0.85,5229.5880855607975,0.3711850881105594,492.88939415112276,21.390404708909728
1519094.9578398124,1.1916355309441249,7659.358508529224,0.95,3262.1930329335455,0.7983452014886565,730.9581484730185,4.025230938695589
2185048.6060659215,0.44627750461274807,17278.446448084844,0.7,7095.416089611004,0.3654417291971712,1755.2371939487573,25.00200637190738
2967821.221524712,0.5676878572864228,16647.93798716944,0.7,5127.06823265134,0.7823890776426788,972.9353463193833,17.42692674370947
790016.0303826103,0.8793185079828998,3168.841263094401,0.95,7296.573661019656,0.43696117663600603,348.29516953608214,25.41511538380484
182396.95130501597,1.4347028906658443,1622.870883651009,0.7,6658.414053355308,0.3571075687219314,145.90495687701483,20.492269214812815
2271566.1571805035,1.6441851674528767,16154.299427177568,0.85,3859.968956936945,0.543317773410827,2171.843502235977,4.7245315578533065
748270.8838534799,1.1150727228764992,1534.0112416335235,0.7,3181.1402506885397,0.8474587955601138,152.41215803469217,3.6817363412190995
2169134.1613608073,1.1999556281429093,6584.773707919198,0.7,6335.00514006461,0.7318891573437682,993.7160261384843,13.933723063115474
1736130.8642948205,0.42115736920019586,8204.673835342888,0.7,5718.5524321772955,0.8181404188517314,462.40861759972125,24.946811867912295
2625312.285435036,1.3346247566175902,1990.079953743572,0.85,5757.512227444224,0.8271107638626699,250.9950154060123,5.4661864974982555
1136285.5394326944,0.4230506205184038,3031.546546262425,0.85,4553.609487922711,0.6783497066581866,609.8145174859421,17.899736704195927
1236307.320965484,0.4238689290543823,18481.393267105996,0.95,7360.164548648656,0.7089645282236063,1922.0957585410786,19.912305470165446
207309.0005533549,1.7135095481803622,18753.841952618088,0.95,6032.745764193443,0.6228474886141931,2612.346726184707,24.88388711725269
531459.719917472,1.1668085504620453,7488.246765732986,0.85,5943.876072122581,0.44814553543279395,1143.0420569719502,10.531966717197063
2876373.1085239165,1.1991254541250909,15673.023620167949,0.95,2568.1846765368778,0.6796735775553537,554.8305808526503,2.9680804625503927
917183.3892274845,1.1377983055421377,10085.749088088129,0.85,6040.572559833502,0.5353937055710138,1328.8633041017554,16.152129805845895
1573894.789286886,1.2257197642190087,8042.091975314047,0.85,3049.7352067598217,0.9971109447307546,1413.8821837102819,2.845376943112954
410754.13474831503,1.692964184598552,715.1445903210861,0.95,7099.098630267764,0.47650833754319943,80.69149063194457,8.002184701003506
1975073.3927128916,0.5303950636534596,6048.737735255043,0.7,2988.0397115433902,0.9626280025017628,169.21496205039864,7.069023378391181
736029.1742070377,1.3157758339402656,7154.213963733708,0.7,7376.550569703018,0.6703445700447084,978.5317539490436,8.876066683289368
2880808.9730755095,0.6810875358662927,18650.120957747247,0.7,4823.722961549836,0.5726915318226806,1938.3905221505509,11.439416778243926
1419984.7976357162,0.6534521539793289,16494.130368423328,0.85,3591.106298048404,0.8439902574724991,2861.9738776014146,8.02953041474749
2979641.645017026,0.9592361390607261,16315.530537449493,0.85,4990.785911416098,0.6063768542221866,1022.1873218405983,10.089223717400321
2427160.035984336,1.6479879707719225,1588.2657544748408,0.7,5661.514021820635,0.7492832028065259,277.0120371212724,6.146022949589542
1057066.5578345188,1.510836820397215,17102.283246289102,0.95,5704.7535395191735,0.8304620092523696,3022.254039596675,9.455586781058779
2630810.0039752317,0.5905057430988472,16429.232746796228,0.95,2676.8216730530867,0.9159766926566115,3665.3393659885924,5.835055743843359
552654.9520179434,1.2820654582836934,19445.487985495052,0.95,3873.187084136046,0.9093663109278609,1914.837833660519,7.698305761759935
1260507.0087521726,0.5935100718683524,14868.141586388576,0.95,6815.899000534816,0.6057470980924091,1428.7578723872703,19.8979104074998
1612394.4608304773,1.3747090859041777,11590.840062044343,0.7,7144.247377910653,0.8471278003972336,392.13242446480746,7.80705037489398
2520281.2610010053,0.46713877770982515,17665.138646874468,0.95,6886.344622292485,0.8039785604762459,342.74175031616807,25.177921375317826
1363533.1246981947,1.3292494824804733,16854.177277185565,0.7,3389.8035178574614,0.9268248837888786,510.85913936062855,3.7315545395259933
354802.43024005054,1.2747955581951378,7157.934857710854,0.7,3691.4839101322987,0.7964522177482034,1795.2698910396243,12.624352264536718
1760010.9219646752,1.258810793274383,7195.133078851546,0.85,6737.174607497299,0.6701008960502814,211.31228102861013,9.866932091483939
182644.51537154103,1.6161979077131274,13931.40740225,0.7,2719.705560896946,0.7131382927087864,202.56073570189793,3.1296012105193483
2943234.530329639,1.421658212073798,9411.206936958748,0.95,6968.839871363806,0.49427012571461687,584.694296349183,8.504381372859534
184703.74203828312,1.4910646469275797,8773.364660362315,0.95,4910.310963981654,0.48612773294862877,919.3557033956246,13.397907956125872
996468.8430224605,1.4491525063238622,18802.987847434957,0.85,4874.245946473636,0.6476332903384006,1055.4212846477517,5.9079252336816195
2795597.984556658,0.4025223800156902,12504.876448738494,0.85,5017.543526575425,0.5122063143601683,373.7059763817375,24.78063139227188
1671536.527825094,0.8271585620818412,11058.275173487418,0.95,2633.261447481717,0.4204002787728461,214.91871307172218,4.622277893099322
651838.7823344207,1.2534536801649514,8517.654592995275,0.95,4611.73497412448,0.4469980234861667,1329.795489295385,9.02264097922826
490093.34246472764,1.123411774704997,13535.571551559826,0.95,3352.418479583312,0.9053553141457741,99.35344034865687,3.6231767069027723
2067800.3055051155,1.2028122047654017,7430.6571198171305,0.85,6335.052627926514,0.48496416186104785,356.099327598089,14.627441182168834
2960546.456698645,0.6725992655866729,16334.543665170379,0.7,4059.8063228306564,0.5608636816920433,2157.0590640812998,12.236302408589248
1042324.2097672849,0.5776869711345796,433.8199459442913,0.95,3863.708454134866,0.8682204249769478,20.532906449096078,7.416447236876242
590788.5775151439,1.0302434836095695,13086.082847871889,0.95,7618.268489822973,0.8826931817248225,339.4910759545931,8.012754354442922
245740.77112321413,0.6998755049498189,1402.002255117852,0.95,5518.881739536118,0.7467647576317575,191.23324891111358,9.09288900431592
2938767.5567810433,0.492215749281852,16618.57859582176,0.85,3846.7011095654375,0.40491258219009674,1961.5838010605698,16.682678993847315
2109661.2219172623,0.753978776318504,14237.101476628035,0.85,7714.812264831587,0.5620057173023179,394.87866520715755,17.88716798890636
2586056.888663862,1.2235045951224452,7684.175729305228,0.85,2854.515878501998,0.49956705013727054,353.0871296048917,5.146011587671531
2305936.446468186,0.998706905565974,15040.396555257756,0.7,7864.723781044218,0.7676418271275467,1253.9272395701416,12.316509937543549
497407.9408993615,0.6625775299788166,5544.007010335571,0.95,4930.455905597888,0.9238260658939771,14.423035958327528,6.893803849919889
2456502.65420647,1.3991610634331146,17408.019036266873,0.85,7487.439894830526,0.7471231409708541,1831.2640661259086,6.835165489694277
655516.5588723465,1.0077405587592019,11026.906512762109,0.7,7311.527348507298,0.9026705503383867,250.75449798620153,13.333433227941569
626487.7858113362,1.7410999448570852,15264.6090383599,0.7,6025.201196688729,0.5654583103784305,1686.6515080415484,9.699228018947325
1915716.3923378196,0.5812649540532414,13531.90048655871,0.7,4000.5978717205153,0.566045137773507,1406.838642532565,15.334571593693955
1309047.0839099158,1.6566027040684816,2146.668504292116,0.95,2736.266950566045,0.8446640224379727,385.3911996592918,1.9596212893653153
2489673.6430935985,1.277266931461265,14754.59279638497,0.95,7221.389667902504,0.35053600094254544,126.71986223244821,18.042260360241933
970703.1105934038,1.7742345113366982,19294.466764941917,0.7,3284.142052799126,0.7405231779325949,1715.1844070647649,3.421869733458061
2954525.8725526794,1.3331167535491044,995.5951380437125,0.95,4505.7305970833795,0.6797022154145334,107.25500269177557,6.482734155005357
472731.57579484873,0.7680619233251798,4061.583459367581,0.7,2647.7067730953536,0.8049494105894709,417.9565348736053,6.711465816992564
